id,name,score1,score2
4926,student_4926,74,75
4927,student_4927,65,63
4928,student_4928,63,68
4929,student_4929,80,79
4930,student_4930,87,69
4931,student_4931,51,72
4932,student_4932,64,76
4933,student_4933,95,65
4934,student_4934,94,66
4935,student_4935,69,92
4936,student_4936,74,98
4937,student_4937,65,57
4938,student_4938,84,63
4939,student_4939,100,57
4940,student_4940,87,53
4941,student_4941,86,68
4942,student_4942,67,79
4943,student_4943,79,51
4944,student_4944,95,71
4945,student_4945,70,71
4946,student_4946,83,59
4947,student_4947,78,71
4948,student_4948,87,82
4949,student_4949,55,71
4950,student_4950,81,98
4951,student_4951,62,83
4952,student_4952,65,54
4953,student_4953,51,55
4954,student_4954,93,65
4955,student_4955,55,89
4956,student_4956,68,89
4957,student_4957,53,90
4958,student_4958,64,63
4959,student_4959,80,58
4960,student_4960,85,63
4961,student_4961,100,88
4962,student_4962,72,74
4963,student_4963,88,73
4964,student_4964,82,93
4965,student_4965,96,90
4966,student_4966,97,66
4967,student_4967,92,68
4968,student_4968,91,91
4969,student_4969,74,96
4970,student_4970,77,56
4971,student_4971,100,52
4972,student_4972,60,76
4973,student_4973,82,88
4974,student_4974,84,53
4975,student_4975,82,93
4976,student_4976,65,66
4977,student_4977,91,89
4978,student_4978,86,56
4979,student_4979,73,50
4980,student_4980,53,67
4981,student_4981,53,84
4982,student_4982,52,65
4983,student_4983,93,90
4984,student_4984,85,60
4985,student_4985,85,65
4986,student_4986,63,74
4987,student_4987,65,98
4988,student_4988,99,69
4989,student_4989,56,55
4990,student_4990,55,69
4991,student_4991,86,86
4992,student_4992,94,91
4993,student_4993,93,94
4994,student_4994,88,63
4995,student_4995,51,56
4996,student_4996,91,81
4997,student_4997,63,84
4998,student_4998,55,90
4999,student_4999,90,90
5000,student_5000,93,55
5001,student_5001,87,81
5002,student_5002,85,68
5003,student_5003,92,99
5004,student_5004,60,62
5005,student_5005,95,56
5006,student_5006,73,95
5007,student_5007,96,98
5008,student_5008,83,80
5009,student_5009,50,99
5010,student_5010,51,97
5011,student_5011,64,56
5012,student_5012,51,87
5013,student_5013,90,87
5014,student_5014,52,72
5015,student_5015,83,57
5016,student_5016,96,62
5017,student_5017,61,97
5018,student_5018,59,74
5019,student_5019,98,56
5020,student_5020,89,85
5021,student_5021,71,75
5022,student_5022,80,81
5023,student_5023,62,71
5024,student_5024,79,69
5025,student_5025,83,86
5026,student_5026,86,62
5027,student_5027,81,84
5028,student_5028,60,60
5029,student_5029,85,81
5030,student_5030,71,97
5031,student_5031,61,50
5032,student_5032,53,57
5033,student_5033,60,85
5034,student_5034,51,98
5035,student_5035,66,85
5036,student_5036,61,72
5037,student_5037,95,51
5038,student_5038,56,66
5039,student_5039,54,62
5040,student_5040,50,84
5041,student_5041,76,85
5042,student_5042,77,82
5043,student_5043,86,92
5044,student_5044,98,98
5045,student_5045,100,50
5046,student_5046,84,91
5047,student_5047,98,58
5048,student_5048,72,51
5049,student_5049,85,92
5050,student_5050,77,66
5051,student_5051,58,73
5052,student_5052,95,72
5053,student_5053,79,62
5054,student_5054,51,86
5055,student_5055,81,59
5056,student_5056,79,99
5057,student_5057,59,68
5058,student_5058,74,51
5059,student_5059,95,67
5060,student_5060,62,53
5061,student_5061,75,53
5062,student_5062,59,55
5063,student_5063,96,91
5064,student_5064,63,51
5065,student_5065,79,67
5066,student_5066,98,78
5067,student_5067,51,93
5068,student_5068,76,75
5069,student_5069,82,58
5070,student_5070,67,59
5071,student_5071,72,79
5072,student_5072,93,51
5073,student_5073,91,60
5074,student_5074,99,62
5075,student_5075,100,65
5076,student_5076,78,73
5077,student_5077,95,93
5078,student_5078,82,68
5079,student_5079,97,87
5080,student_5080,84,51
5081,student_5081,67,50
5082,student_5082,71,56
5083,student_5083,74,65
5084,student_5084,63,89
5085,student_5085,67,65
5086,student_5086,94,56
5087,student_5087,96,64
5088,student_5088,96,85
5089,student_5089,54,76
5090,student_5090,65,96
5091,student_5091,76,55
5092,student_5092,81,83
5093,student_5093,97,98
5094,student_5094,94,57
5095,student_5095,52,90
5096,student_5096,89,99
5097,student_5097,53,78
5098,student_5098,97,71
5099,student_5099,87,56
5100,student_5100,77,78
5101,student_5101,53,54
5102,student_5102,85,66
5103,student_5103,51,68
5104,student_5104,93,99
5105,student_5105,67,61
5106,student_5106,59,79
5107,student_5107,99,66
5108,student_5108,93,75
5109,student_5109,73,97
5110,student_5110,89,78
5111,student_5111,83,51
5112,student_5112,66,59
5113,student_5113,84,83
5114,student_5114,96,91
5115,student_5115,53,83
5116,student_5116,71,59
5117,student_5117,93,74
5118,student_5118,64,70
5119,student_5119,57,87
5120,student_5120,87,100
5121,student_5121,80,91
5122,student_5122,95,69
5123,student_5123,57,59
5124,student_5124,73,89
5125,student_5125,77,64
5126,student_5126,93,53
5127,student_5127,55,75
5128,student_5128,84,58
5129,student_5129,87,88
5130,student_5130,59,52
5131,student_5131,96,87
5132,student_5132,76,54
5133,student_5133,63,86
5134,student_5134,94,92
5135,student_5135,78,84
5136,student_5136,81,85
5137,student_5137,98,90
5138,student_5138,59,80
5139,student_5139,86,71
5140,student_5140,60,79
5141,student_5141,57,52
5142,student_5142,50,53
5143,student_5143,90,90
5144,student_5144,74,85
5145,student_5145,62,97
5146,student_5146,66,50
5147,student_5147,51,71
5148,student_5148,87,60
5149,student_5149,89,99
5150,student_5150,81,90
5151,student_5151,74,70
5152,student_5152,80,90
5153,student_5153,71,83
5154,student_5154,57,78
5155,student_5155,75,68
5156,student_5156,58,58
5157,student_5157,63,72
5158,student_5158,83,62
5159,student_5159,60,92
5160,student_5160,88,61
5161,student_5161,55,83
5162,student_5162,81,52
5163,student_5163,92,66
5164,student_5164,59,50
5165,student_5165,51,77
5166,student_5166,62,55
5167,student_5167,51,61
5168,student_5168,94,74
5169,student_5169,74,87
5170,student_5170,68,65
5171,student_5171,90,99
5172,student_5172,100,76
5173,student_5173,67,66
5174,student_5174,65,61
5175,student_5175,54,50
5176,student_5176,74,64
5177,student_5177,52,85
5178,student_5178,92,52
5179,student_5179,99,84
5180,student_5180,57,93
5181,student_5181,79,96
5182,student_5182,96,98
5183,student_5183,93,94
5184,student_5184,81,89
5185,student_5185,75,84
5186,student_5186,88,58
5187,student_5187,62,83
5188,student_5188,54,57
5189,student_5189,90,67
5190,student_5190,71,100
5191,student_5191,50,75
5192,student_5192,81,52
5193,student_5193,89,69
5194,student_5194,99,60
5195,student_5195,72,54
5196,student_5196,90,67
5197,student_5197,50,58
5198,student_5198,91,60
5199,student_5199,72,60
5200,student_5200,70,68
5201,student_5201,90,85
5202,student_5202,90,74
5203,student_5203,67,71
5204,student_5204,58,53
5205,student_5205,65,52
5206,student_5206,59,66
5207,student_5207,61,54
5208,student_5208,97,59
5209,student_5209,78,100
5210,student_5210,55,76
5211,student_5211,57,75
5212,student_5212,65,85
5213,student_5213,86,91
5214,student_5214,79,61
5215,student_5215,61,85
5216,student_5216,89,70
5217,student_5217,79,54
5218,student_5218,95,98
5219,student_5219,84,90
5220,student_5220,72,73
5221,student_5221,79,67
5222,student_5222,94,84
5223,student_5223,96,88
5224,student_5224,67,86
5225,student_5225,85,73
5226,student_5226,79,87
5227,student_5227,94,78
5228,student_5228,94,57
5229,student_5229,65,77
5230,student_5230,67,89
5231,student_5231,60,53
5232,student_5232,54,73
5233,student_5233,51,89
5234,student_5234,59,69
5235,student_5235,74,84
5236,student_5236,94,77
5237,student_5237,80,64
5238,student_5238,90,57
5239,student_5239,61,61
5240,student_5240,93,93
5241,student_5241,75,90
5242,student_5242,56,95
5243,student_5243,87,68
5244,student_5244,63,93
5245,student_5245,55,67
5246,student_5246,62,87
5247,student_5247,99,56
5248,student_5248,97,58
5249,student_5249,59,83
5250,student_5250,79,51
5251,student_5251,59,96
5252,student_5252,75,62
5253,student_5253,71,58
5254,student_5254,52,82
5255,student_5255,63,83
5256,student_5256,93,56
5257,student_5257,74,52
5258,student_5258,98,63
5259,student_5259,82,100
5260,student_5260,66,93
5261,student_5261,70,86
5262,student_5262,79,66
5263,student_5263,68,80
5264,student_5264,68,69
5265,student_5265,98,85
5266,student_5266,59,99
5267,student_5267,84,72
5268,student_5268,73,73
5269,student_5269,74,52
5270,student_5270,98,97
5271,student_5271,84,88
5272,student_5272,78,59
5273,student_5273,72,84
5274,student_5274,56,65
5275,student_5275,96,83
5276,student_5276,93,99
5277,student_5277,75,93
5278,student_5278,75,84
5279,student_5279,93,76
5280,student_5280,63,72
5281,student_5281,71,95
5282,student_5282,58,72
5283,student_5283,89,70
5284,student_5284,54,56
5285,student_5285,87,79
5286,student_5286,93,96
5287,student_5287,69,86
5288,student_5288,74,93
5289,student_5289,68,93
5290,student_5290,61,58
5291,student_5291,60,52
5292,student_5292,100,50
5293,student_5293,55,53
5294,student_5294,83,58
5295,student_5295,62,72
5296,student_5296,98,79
5297,student_5297,57,77
5298,student_5298,90,96
5299,student_5299,58,99
5300,student_5300,65,88
5301,student_5301,85,96
5302,student_5302,69,56
5303,student_5303,68,68
5304,student_5304,86,99
5305,student_5305,80,57
5306,student_5306,58,54
5307,student_5307,98,78
5308,student_5308,57,91
5309,student_5309,85,92
5310,student_5310,50,68
5311,student_5311,51,98
5312,student_5312,64,75
5313,student_5313,89,83
5314,student_5314,50,97
5315,student_5315,95,84
5316,student_5316,78,94
5317,student_5317,84,100
5318,student_5318,71,69
5319,student_5319,96,73
5320,student_5320,88,66
5321,student_5321,55,90
5322,student_5322,86,65
5323,student_5323,69,89
5324,student_5324,68,86
5325,student_5325,100,64
5326,student_5326,69,78
5327,student_5327,94,58
5328,student_5328,90,95
5329,student_5329,66,68
5330,student_5330,81,82
5331,student_5331,69,78
5332,student_5332,87,76
5333,student_5333,55,56
5334,student_5334,56,53
5335,student_5335,84,50
5336,student_5336,79,68
5337,student_5337,85,51
5338,student_5338,71,73
5339,student_5339,59,88
5340,student_5340,84,87
5341,student_5341,80,61
5342,student_5342,61,84
5343,student_5343,71,55
5344,student_5344,59,88
5345,student_5345,51,81
5346,student_5346,68,91
5347,student_5347,99,64
5348,student_5348,70,78
5349,student_5349,75,59
5350,student_5350,94,100
5351,student_5351,93,71
5352,student_5352,98,64
5353,student_5353,93,61
5354,student_5354,90,55
5355,student_5355,98,56
5356,student_5356,61,76
5357,student_5357,64,80
5358,student_5358,71,88
5359,student_5359,92,86
5360,student_5360,91,66
5361,student_5361,87,64
5362,student_5362,75,91
5363,student_5363,81,98
5364,student_5364,61,60
5365,student_5365,95,67
5366,student_5366,55,50
5367,student_5367,93,86
5368,student_5368,91,53
5369,student_5369,99,77
5370,student_5370,63,85
5371,student_5371,51,52
5372,student_5372,61,94
5373,student_5373,65,53
5374,student_5374,94,100
5375,student_5375,100,59
5376,student_5376,99,61
5377,student_5377,90,71
5378,student_5378,75,89
5379,student_5379,96,73
5380,student_5380,99,53
5381,student_5381,76,82
5382,student_5382,80,69
5383,student_5383,88,90
5384,student_5384,56,54
5385,student_5385,65,56
5386,student_5386,80,60
5387,student_5387,57,78
5388,student_5388,85,80
5389,student_5389,100,85
5390,student_5390,50,90
5391,student_5391,58,53
5392,student_5392,94,93
5393,student_5393,56,70
5394,student_5394,98,82
5395,student_5395,94,84
5396,student_5396,78,85
5397,student_5397,91,51
5398,student_5398,85,69
5399,student_5399,100,69
5400,student_5400,80,54
5401,student_5401,78,62
5402,student_5402,79,94
5403,student_5403,57,65
5404,student_5404,64,92
5405,student_5405,74,93
5406,student_5406,65,53
5407,student_5407,53,70
5408,student_5408,86,91
5409,student_5409,68,91
5410,student_5410,53,71
5411,student_5411,52,79
5412,student_5412,68,100
5413,student_5413,74,63
5414,student_5414,54,55
5415,student_5415,92,85
5416,student_5416,62,60
5417,student_5417,52,86
5418,student_5418,79,98
5419,student_5419,100,74
5420,student_5420,94,62
5421,student_5421,77,72
5422,student_5422,52,88
5423,student_5423,88,97
5424,student_5424,88,55
5425,student_5425,79,85
5426,student_5426,51,70
5427,student_5427,74,92
5428,student_5428,74,76
5429,student_5429,83,87
5430,student_5430,70,50
5431,student_5431,51,54
5432,student_5432,81,64
5433,student_5433,82,56
5434,student_5434,74,71
5435,student_5435,56,63
5436,student_5436,62,73
5437,student_5437,65,52
5438,student_5438,69,86
5439,student_5439,52,88
5440,student_5440,84,53
5441,student_5441,52,83
5442,student_5442,92,92
5443,student_5443,75,92
5444,student_5444,90,94
5445,student_5445,56,68
5446,student_5446,68,61
5447,student_5447,59,96
5448,student_5448,94,65
5449,student_5449,64,92
5450,student_5450,89,76
5451,student_5451,96,51
5452,student_5452,62,61
5453,student_5453,65,78
5454,student_5454,79,95
5455,student_5455,98,98
5456,student_5456,58,79
5457,student_5457,59,82
5458,student_5458,85,64
5459,student_5459,62,69
5460,student_5460,88,70
5461,student_5461,59,99
5462,student_5462,61,71
5463,student_5463,67,60
5464,student_5464,61,91
5465,student_5465,54,66
5466,student_5466,79,76
5467,student_5467,80,78
5468,student_5468,83,58
5469,student_5469,92,90
5470,student_5470,100,84
5471,student_5471,70,58
5472,student_5472,89,76
5473,student_5473,83,59
5474,student_5474,79,85
5475,student_5475,51,74
5476,student_5476,61,95
5477,student_5477,52,69
5478,student_5478,75,88
5479,student_5479,84,52
5480,student_5480,51,80
5481,student_5481,71,59
5482,student_5482,66,56
5483,student_5483,94,86
5484,student_5484,72,71
5485,student_5485,95,100
5486,student_5486,56,79
5487,student_5487,83,100
5488,student_5488,60,59
5489,student_5489,85,80
5490,student_5490,66,51
5491,student_5491,56,76
5492,student_5492,71,91
5493,student_5493,61,52
5494,student_5494,82,57
5495,student_5495,80,57
5496,student_5496,96,91
5497,student_5497,92,83
5498,student_5498,72,51
5499,student_5499,64,82
5500,student_5500,56,73
5501,student_5501,51,72
5502,student_5502,69,63
5503,student_5503,82,91
5504,student_5504,73,89
5505,student_5505,97,64
5506,student_5506,75,56
5507,student_5507,86,87
5508,student_5508,100,62
5509,student_5509,98,72
5510,student_5510,89,63
5511,student_5511,98,77
5512,student_5512,78,52
5513,student_5513,91,61
5514,student_5514,88,70
5515,student_5515,63,98
5516,student_5516,70,73
5517,student_5517,75,66
5518,student_5518,80,84
5519,student_5519,55,81
5520,student_5520,56,71
5521,student_5521,69,74
5522,student_5522,53,98
5523,student_5523,81,70
5524,student_5524,73,57
5525,student_5525,73,76
5526,student_5526,75,50
5527,student_5527,94,58
5528,student_5528,98,66
5529,student_5529,62,61
5530,student_5530,63,96
5531,student_5531,57,97
5532,student_5532,93,57
5533,student_5533,61,94
5534,student_5534,93,50
5535,student_5535,69,94
5536,student_5536,96,82
5537,student_5537,75,96
5538,student_5538,78,74
5539,student_5539,80,50
5540,student_5540,53,65
5541,student_5541,87,84
5542,student_5542,59,84
5543,student_5543,53,64
5544,student_5544,72,56
5545,student_5545,51,94
5546,student_5546,98,74
5547,student_5547,88,71
5548,student_5548,79,64
5549,student_5549,76,60
5550,student_5550,59,97
5551,student_5551,64,75
5552,student_5552,64,84
5553,student_5553,81,72
5554,student_5554,55,55
5555,student_5555,94,88
5556,student_5556,66,78
5557,student_5557,72,52
5558,student_5558,72,91
5559,student_5559,56,65
5560,student_5560,62,95
5561,student_5561,89,71
5562,student_5562,90,56
5563,student_5563,99,50
5564,student_5564,60,83
5565,student_5565,84,96
5566,student_5566,65,64
5567,student_5567,68,82
5568,student_5568,77,81
5569,student_5569,91,64
5570,student_5570,57,86
5571,student_5571,82,73
5572,student_5572,55,60
5573,student_5573,50,51
5574,student_5574,64,70
5575,student_5575,69,80
5576,student_5576,51,98
5577,student_5577,72,78
5578,student_5578,94,52
5579,student_5579,80,60
5580,student_5580,99,56
5581,student_5581,94,52
5582,student_5582,70,53
5583,student_5583,82,56
5584,student_5584,90,94
5585,student_5585,74,98
5586,student_5586,66,84
5587,student_5587,88,91
5588,student_5588,73,55
5589,student_5589,51,55
5590,student_5590,92,97
5591,student_5591,51,80
5592,student_5592,61,75
5593,student_5593,88,51
5594,student_5594,87,78
5595,student_5595,68,94
5596,student_5596,100,84
5597,student_5597,95,80
5598,student_5598,57,73
5599,student_5599,53,82
5600,student_5600,86,75
5601,student_5601,90,83
5602,student_5602,100,82
5603,student_5603,59,64
5604,student_5604,84,95
5605,student_5605,74,71
5606,student_5606,57,80
5607,student_5607,73,68
5608,student_5608,85,51
5609,student_5609,86,67
5610,student_5610,95,78
5611,student_5611,64,71
5612,student_5612,64,59
5613,student_5613,75,59
5614,student_5614,75,79
5615,student_5615,79,91
5616,student_5616,89,53
5617,student_5617,100,51
5618,student_5618,88,69
5619,student_5619,64,75
5620,student_5620,53,74
5621,student_5621,79,83
5622,student_5622,96,70
5623,student_5623,73,58
5624,student_5624,87,65
5625,student_5625,90,78
5626,student_5626,73,95
5627,student_5627,73,56
5628,student_5628,74,52
5629,student_5629,55,96
5630,student_5630,91,90
5631,student_5631,63,73
5632,student_5632,82,100
5633,student_5633,56,91
5634,student_5634,59,59
5635,student_5635,79,75
5636,student_5636,80,68
5637,student_5637,57,51
5638,student_5638,62,70
5639,student_5639,94,67
5640,student_5640,94,93
5641,student_5641,99,82
5642,student_5642,92,82
5643,student_5643,80,85
5644,student_5644,57,53
5645,student_5645,95,83
5646,student_5646,97,59
5647,student_5647,54,52
5648,student_5648,56,62
5649,student_5649,99,69
5650,student_5650,88,51
5651,student_5651,81,75
5652,student_5652,60,64
5653,student_5653,89,79
5654,student_5654,85,67
5655,student_5655,64,79
5656,student_5656,83,82
5657,student_5657,80,83
5658,student_5658,98,71
5659,student_5659,91,64
5660,student_5660,98,56
5661,student_5661,83,95
5662,student_5662,86,96
5663,student_5663,72,54
5664,student_5664,57,97
5665,student_5665,99,64
5666,student_5666,92,73
5667,student_5667,77,72
5668,student_5668,52,91
5669,student_5669,55,76
5670,student_5670,78,86
5671,student_5671,62,53
5672,student_5672,53,76
5673,student_5673,80,66
5674,student_5674,52,93
5675,student_5675,76,79
5676,student_5676,90,71
5677,student_5677,57,81
5678,student_5678,74,63
5679,student_5679,74,83
5680,student_5680,85,100
5681,student_5681,54,88
5682,student_5682,69,63
5683,student_5683,92,82
5684,student_5684,88,95
5685,student_5685,55,55
5686,student_5686,53,100
5687,student_5687,93,66
5688,student_5688,72,62
5689,student_5689,63,58
5690,student_5690,78,80
5691,student_5691,67,95
5692,student_5692,70,100
5693,student_5693,98,67
5694,student_5694,92,98
5695,student_5695,62,74
5696,student_5696,87,76
5697,student_5697,86,74
5698,student_5698,61,93
5699,student_5699,96,95
5700,student_5700,80,83
5701,student_5701,98,84
5702,student_5702,55,61
5703,student_5703,78,58
5704,student_5704,54,79
5705,student_5705,84,77
5706,student_5706,94,61
5707,student_5707,50,86
5708,student_5708,94,69
5709,student_5709,57,92
5710,student_5710,64,53
5711,student_5711,84,65
5712,student_5712,96,83
5713,student_5713,74,88
5714,student_5714,85,84
5715,student_5715,68,63
5716,student_5716,51,100
5717,student_5717,87,84
5718,student_5718,89,90
5719,student_5719,87,93
5720,student_5720,83,78
5721,student_5721,71,82
5722,student_5722,54,68
5723,student_5723,78,91
5724,student_5724,88,57
5725,student_5725,74,87
5726,student_5726,67,82
5727,student_5727,92,65
5728,student_5728,100,88
5729,student_5729,76,60
5730,student_5730,96,66
5731,student_5731,72,61
5732,student_5732,89,99
5733,student_5733,94,54
5734,student_5734,79,57
5735,student_5735,88,74
5736,student_5736,59,74
5737,student_5737,55,64
5738,student_5738,72,78
5739,student_5739,61,72
5740,student_5740,61,78
5741,student_5741,94,63
5742,student_5742,94,67
5743,student_5743,55,64
5744,student_5744,82,75
5745,student_5745,72,91
5746,student_5746,62,70
5747,student_5747,53,99
5748,student_5748,91,88
5749,student_5749,85,91
5750,student_5750,85,97
5751,student_5751,100,95
5752,student_5752,58,69
5753,student_5753,97,92
5754,student_5754,83,100
5755,student_5755,67,99
5756,student_5756,80,73
5757,student_5757,85,87
5758,student_5758,70,76
5759,student_5759,96,59
5760,student_5760,62,83
5761,student_5761,58,54
5762,student_5762,60,70
5763,student_5763,70,70
5764,student_5764,67,64
5765,student_5765,76,65
5766,student_5766,66,82
5767,student_5767,96,91
5768,student_5768,65,74
5769,student_5769,66,100
5770,student_5770,77,76
5771,student_5771,67,65
5772,student_5772,70,79
5773,student_5773,56,99
5774,student_5774,59,74
5775,student_5775,72,50
5776,student_5776,71,63
5777,student_5777,74,97
5778,student_5778,56,67
5779,student_5779,52,94
5780,student_5780,61,75
5781,student_5781,85,63
5782,student_5782,70,99
5783,student_5783,54,58
5784,student_5784,53,69
5785,student_5785,97,68
5786,student_5786,79,58
5787,student_5787,61,72
5788,student_5788,97,95
5789,student_5789,83,61
5790,student_5790,52,65
5791,student_5791,58,72
5792,student_5792,67,56
5793,student_5793,74,80
5794,student_5794,93,61
5795,student_5795,69,51
5796,student_5796,51,92
5797,student_5797,75,59
5798,student_5798,95,95
5799,student_5799,74,72
5800,student_5800,85,63
5801,student_5801,100,73
5802,student_5802,53,67
5803,student_5803,58,92
5804,student_5804,64,58
5805,student_5805,97,73
5806,student_5806,78,93
5807,student_5807,68,72
5808,student_5808,56,93
5809,student_5809,84,85
5810,student_5810,89,89
5811,student_5811,78,99
5812,student_5812,53,80
5813,student_5813,62,83
5814,student_5814,50,71
5815,student_5815,89,97
5816,student_5816,76,62
5817,student_5817,51,59
5818,student_5818,65,70
5819,student_5819,90,55
5820,student_5820,66,74
5821,student_5821,86,86
5822,student_5822,66,72
5823,student_5823,73,71
5824,student_5824,57,65
5825,student_5825,82,88
5826,student_5826,96,52
5827,student_5827,79,62
5828,student_5828,91,80
5829,student_5829,50,95
5830,student_5830,64,60
5831,student_5831,83,66
5832,student_5832,96,83
5833,student_5833,68,69
5834,student_5834,95,65
5835,student_5835,96,78
5836,student_5836,61,58
5837,student_5837,60,81
5838,student_5838,81,75
5839,student_5839,75,75
5840,student_5840,51,83
5841,student_5841,100,54
5842,student_5842,85,80
5843,student_5843,55,99
5844,student_5844,64,91
5845,student_5845,66,65
5846,student_5846,59,69
5847,student_5847,80,92
5848,student_5848,86,67
5849,student_5849,68,93
5850,student_5850,51,68
5851,student_5851,90,82
5852,student_5852,69,77
5853,student_5853,89,60
5854,student_5854,87,97
5855,student_5855,62,75
5856,student_5856,96,75
5857,student_5857,77,83
5858,student_5858,93,61
5859,student_5859,61,63
5860,student_5860,82,52
5861,student_5861,83,79
5862,student_5862,57,68
5863,student_5863,61,95
5864,student_5864,52,67
5865,student_5865,57,65
5866,student_5866,63,97
5867,student_5867,72,72
5868,student_5868,81,90
5869,student_5869,89,57
5870,student_5870,74,54
5871,student_5871,88,100
5872,student_5872,87,90
5873,student_5873,85,70
5874,student_5874,66,61
5875,student_5875,85,75
5876,student_5876,89,57
5877,student_5877,70,52
5878,student_5878,93,92
5879,student_5879,51,100
5880,student_5880,73,94
5881,student_5881,93,72
5882,student_5882,65,99
5883,student_5883,67,98
5884,student_5884,66,75
5885,student_5885,53,88
5886,student_5886,64,57
5887,student_5887,91,76
5888,student_5888,88,81
5889,student_5889,58,93
5890,student_5890,57,58
5891,student_5891,60,62
5892,student_5892,75,86
5893,student_5893,71,51
5894,student_5894,84,99
5895,student_5895,78,79
5896,student_5896,65,98
5897,student_5897,83,87
5898,student_5898,75,71
5899,student_5899,95,86
5900,student_5900,53,80
5901,student_5901,91,56
5902,student_5902,82,93
5903,student_5903,77,80
5904,student_5904,98,53
5905,student_5905,51,60
5906,student_5906,67,51
5907,student_5907,94,65
5908,student_5908,57,95
5909,student_5909,51,74
5910,student_5910,63,74
5911,student_5911,86,91
5912,student_5912,90,84
5913,student_5913,93,97
5914,student_5914,99,56
5915,student_5915,93,69
5916,student_5916,95,85
5917,student_5917,76,90
5918,student_5918,78,82
5919,student_5919,70,50
5920,student_5920,70,74
5921,student_5921,57,82
5922,student_5922,68,70
5923,student_5923,60,84
5924,student_5924,75,64
5925,student_5925,81,85
5926,student_5926,95,56
5927,student_5927,95,62
5928,student_5928,75,99
5929,student_5929,59,84
5930,student_5930,69,68
5931,student_5931,63,88
5932,student_5932,79,87
5933,student_5933,74,91
5934,student_5934,69,76
5935,student_5935,78,52
5936,student_5936,51,60
5937,student_5937,80,98
5938,student_5938,81,70
5939,student_5939,67,56
5940,student_5940,99,70
5941,student_5941,93,85
5942,student_5942,96,65
5943,student_5943,61,80
5944,student_5944,87,65
5945,student_5945,65,80
5946,student_5946,60,65
5947,student_5947,83,87
5948,student_5948,91,79
5949,student_5949,61,83
5950,student_5950,69,63
5951,student_5951,67,77
5952,student_5952,80,65
5953,student_5953,93,60
5954,student_5954,76,79
5955,student_5955,74,68
5956,student_5956,95,70
5957,student_5957,83,71
5958,student_5958,90,59
5959,student_5959,88,87
5960,student_5960,87,78
5961,student_5961,68,58
5962,student_5962,53,53
5963,student_5963,85,93
5964,student_5964,83,56
5965,student_5965,87,56
5966,student_5966,77,68
5967,student_5967,54,84
5968,student_5968,59,85
5969,student_5969,81,100
5970,student_5970,95,52
5971,student_5971,72,93
5972,student_5972,63,50
5973,student_5973,84,59
5974,student_5974,63,68
5975,student_5975,98,92
5976,student_5976,62,81
5977,student_5977,50,77
5978,student_5978,59,56
5979,student_5979,73,92
5980,student_5980,57,56
5981,student_5981,70,60
5982,student_5982,85,85
5983,student_5983,77,69
5984,student_5984,74,88
5985,student_5985,78,62
5986,student_5986,53,65
5987,student_5987,58,98
5988,student_5988,55,91
5989,student_5989,93,93
5990,student_5990,95,97
5991,student_5991,56,53
5992,student_5992,85,89
5993,student_5993,99,67
5994,student_5994,89,60
5995,student_5995,55,94
5996,student_5996,68,86
5997,student_5997,73,94
5998,student_5998,99,58
5999,student_5999,52,51
6000,student_6000,89,80
6001,student_6001,75,76
6002,student_6002,64,56
6003,student_6003,77,85
6004,student_6004,91,84
6005,student_6005,73,68
6006,student_6006,65,81
6007,student_6007,54,93
6008,student_6008,86,74
6009,student_6009,87,64
6010,student_6010,78,79
6011,student_6011,100,64
6012,student_6012,85,69
6013,student_6013,57,63
6014,student_6014,56,96
6015,student_6015,54,95
6016,student_6016,61,86
6017,student_6017,91,78
6018,student_6018,70,53
6019,student_6019,75,65
6020,student_6020,100,73
6021,student_6021,85,94
6022,student_6022,66,76
6023,student_6023,76,96
6024,student_6024,96,56
6025,student_6025,80,71
6026,student_6026,83,63
6027,student_6027,82,62
6028,student_6028,64,90
6029,student_6029,68,81
6030,student_6030,86,89
6031,student_6031,84,62
6032,student_6032,64,92
6033,student_6033,53,81
6034,student_6034,100,78
6035,student_6035,82,79
6036,student_6036,55,73
6037,student_6037,91,58
6038,student_6038,57,76
6039,student_6039,99,79
6040,student_6040,81,88
6041,student_6041,73,90
6042,student_6042,88,100
6043,student_6043,93,83
6044,student_6044,90,72
6045,student_6045,88,93
6046,student_6046,54,57
6047,student_6047,80,62
6048,student_6048,56,82
6049,student_6049,100,51
6050,student_6050,89,59
6051,student_6051,55,87
6052,student_6052,79,85
6053,student_6053,91,62
6054,student_6054,85,89
6055,student_6055,66,54
6056,student_6056,81,69
6057,student_6057,72,77
6058,student_6058,92,52
6059,student_6059,79,60
6060,student_6060,71,70
6061,student_6061,87,78
6062,student_6062,79,59
6063,student_6063,72,78
6064,student_6064,55,89
6065,student_6065,58,89
6066,student_6066,92,68
6067,student_6067,98,84
6068,student_6068,96,94
6069,student_6069,93,71
6070,student_6070,79,96
6071,student_6071,88,78
6072,student_6072,91,72
6073,student_6073,80,58
6074,student_6074,85,89
6075,student_6075,73,86
6076,student_6076,50,69
6077,student_6077,61,99
6078,student_6078,72,95
6079,student_6079,91,98
6080,student_6080,61,56
6081,student_6081,74,59
6082,student_6082,95,68
6083,student_6083,98,57
6084,student_6084,77,61
6085,student_6085,86,100
6086,student_6086,69,94
6087,student_6087,84,64
6088,student_6088,79,62
6089,student_6089,71,95
6090,student_6090,79,58
